PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
MN0052990,,,4952,Sewerage Systems
MN0053082,,,1446,Industrial Sand
MN0053210,,,4952,Sewerage Systems
MN0053252,,,6514,"Dwelling Operators, Except Apartments"
MN0053279,,,4952,Sewerage Systems
MN0053309,,,4952,Sewerage Systems
MN0053341,,,4952,Sewerage Systems
MN0053350,,,3087,Custom Compound Purchased Resins
MN0053384,,,4011,"Railroads, Line-Haul Operating"
MN0053392,,,4952,Sewerage Systems
MN0053406,,,4952,Sewerage Systems
MN0053457,,,4952,Sewerage Systems
MN0053562,,,4952,Sewerage Systems
MN0053724,,,4952,Sewerage Systems
MN0053830,,,3325,Steel Foundries
MN0053988,,,4925,Gas Production And/Or Distribution
MN0054089,,,1011,Iron Ores
MN0054127,,,4952,Sewerage Systems
MN0054194,,,4512,"Air Transportation, Scheduled"
MN0054305,,,4952,Sewerage Systems
MN0054372,,,6515,Mobile Home Site Operators
MN0054399,,,4952,Sewerage Systems
MN0054445,,,2048,Prepared Feeds
MN0054518,,,6515,Mobile Home Site Operators
MN0054577,,,2711,Newspapers
MN0054593,,,4952,Sewerage Systems
MN0054747,,,3823,Process Control Instruments
MN0054771,,,3621,Motors And Generators
MN0054801,,,4952,Sewerage Systems
MN0055026,,,2431,Millwork
MN0055115,,,1499,Miscellaneous Nonmetallic Minerals
MN0055301,,,1011,Iron Ores
MN0055361,,,4952,Sewerage Systems
MN0055387,,,4011,"Railroads, Line-Haul Operating"
MN0055506,,,3577,Computer Peripheral Equipment
MN0055662,,,1499,Miscellaneous Nonmetallic Minerals
MN0055719,,,4961,Steam And Air-Conditioning Supply
MN0055808,,,4952,Sewerage Systems
MN0055832,,,4952,Sewerage Systems
MN0055948,,,1011,Iron Ores
MN0055964,,,1011,Iron Ores
MN0055981,,,4952,Sewerage Systems
MN0056022,,,9999,Nonclassifiable Establishments
MN0056090,,,0254,Poultry Hatcheries
MN0056103,,,4952,Sewerage Systems
MN0056219,,,4952,Sewerage Systems
MN0056324,,,4612,Crude Petroleum Pipelines
MN0056472,,,4922,Natural Gas Transmission
MN0056481,,,4952,Sewerage Systems
MN0056588,,,4952,Sewerage Systems
MN0056618,,,4952,Sewerage Systems
MN0056685,,,7992,Public Golf Courses
MN0056715,,,4952,Sewerage Systems
MN0056723,,,3674,Semiconductors And Related Devices
MN0056863,,,4952,Sewerage Systems
MN0056880,,,4952,Sewerage Systems
MN0056910,,,4952,Sewerage Systems
MN0056979,,,6512,Nonresidential Building Operators
MN0056995,,,4961,Steam And Air-Conditioning Supply
MN0057002,,,4952,Sewerage Systems
MN0057037,,,5159,Farm-Product Raw Materials
MN0057207,,,1011,Iron Ores
MN0057282,,,4952,Sewerage Systems
MN0057428,,,1499,Miscellaneous Nonmetallic Minerals
MN0057436,,,6552,Subdividers And Developers
MN0057509,,,4961,Steam And Air-Conditioning Supply
MN0057525,,,4953,Refuse Systems
MN0057533,,,3295,"Minerals, Ground Or Treated"
MN0057771,,,5171,Petroleum Bulk Stations & Terminals
MN0057789,,,5541,Gasoline Service Stations
MN0058033,,,2879,Agricultural Chemicals
MN0058122,,,4952,Sewerage Systems
MN0058611,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0058637,,,5541,Gasoline Service Stations
MN0058882,,,8221,Colleges And Universities
MN0059013,,,3569,General Industrial Machinery
MN0059161,,,5541,Gasoline Service Stations
MN0059277,,,3321,Gray And Ductile Iron Foundries
MN0059331,,,1455,Kaolin And Ball Clay
MN0059404,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0059412,,,4952,Sewerage Systems
MN0059439,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0059447,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0059633,,,2873,Nitrogenous Fertilizers
MN0059765,,,2038,Frozen Specialties
MN0059803,,,2024,Ice Cream And Frozen Desserts
MN0059811,,,4613,Refined Petroleum Pipelines
MN0059820,,,4613,Refined Petroleum Pipelines
MN0059838,,,4613,Refined Petroleum Pipelines
MN0059871,,,4952,Sewerage Systems
MN0059960,,,0182,Food Crops Grown Under Cover
MN0060101,,,2086,Bottled And Canned Soft Drinks
MN0060151,,,7033,Trailer Parks And Campsites
MN0060216,,,2022,"Cheese, Natural And Processed"
MN0060232,,,2869,Industrial Organic Chemicals
MN0060372,,,5331,Variety Stores
MN0060691,,,4952,Sewerage Systems
MN0060747,,,2836,Biological Products Except Diagnostic
MN0060755,,,4923,Gas Transmission And Distribution
MN0060798,,,5144,Poultry And Poultry Products
MN0060895,,,8661,Religious Organizations
MN0060976,,,5541,Gasoline Service Stations
MN0061077,,,4941,Water Supply
MN0061221,,,0921,Fish Hatcheries And Preserves
MN0061310,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0061336,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0061433,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0061514,,,2075,Soybean Oil Mills
MN0061549,,,5032,"Brick, Stone, & Related Materials"
MN0061638,,,1442,Construction Sand And Gravel
MN0061646,,,3251,Brick And Structural Clay Tile
MN0062031,,,6513,Apartment Building Operators
MN0062154,,,1455,Kaolin And Ball Clay
MN0062201,,,5153,Grain And Field Beans
MN0062227,,,1422,Crushed And Broken Limestone
MN0062375,,,1499,Miscellaneous Nonmetallic Minerals
MN0062481,,,3281,Cut Stone And Stone Products
MN0062537,,,7991,Physical Fitness Facilities
MN0062596,,,0213,Hogs
MN0062600,,,0213,Hogs
MN0062715,,,1499,Miscellaneous Nonmetallic Minerals
MN0062723,,,0182,Food Crops Grown Under Cover
MN0062791,,,1422,Crushed And Broken Limestone
MN0062804,,,1422,Crushed And Broken Limestone
MN0062821,,,4931,Electric And Other Services Combined
MN0062898,,,2873,Nitrogenous Fertilizers
MN0063002,,,2869,Industrial Organic Chemicals
MN0063029,,,2086,Bottled And Canned Soft Drinks
MN0063045,,,1442,Construction Sand And Gravel
MN0063061,,,1499,Miscellaneous Nonmetallic Minerals
MN0063070,,,7542,Carwashes
MN0063118,,,2869,Industrial Organic Chemicals
MN0063126,,,4924,Natural Gas Distribution
MN0063151,,,2869,Industrial Organic Chemicals
MN0063266,,,3674,Semiconductors And Related Devices
MN0063304,,,4613,Refined Petroleum Pipelines
MN0063380,,,5093,Scrap And Waste Materials
MN0063436,,,8221,Colleges And Universities
MN0063452,,,7999,Amusement And Recreation
MN0063461,,,4952,Sewerage Systems
MN0063487,,,4952,Sewerage Systems
MN0063541,,,3841,Surgical And Medical Instruments
MN0063649,,,4924,Natural Gas Distribution
MN0063754,,,4613,Refined Petroleum Pipelines
MN0063762,,,4952,Sewerage Systems
